case_name,alt_kft,Re_L,M_inf,alpha_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,CD_HF,CL_HF,CD_LF1,CD_LF2,CL_LF
case_1007,36.49,16940000,0.4525,18.28,177,70.21,626.9,1000,604.5,262.8,77.85,53.78,44.91,29.01,0.118698,0.340953,0.024984266,0.024201561,-0.47900639
case_1008,1.102,8994000,0.05214,-4.63,177,70.21,626.9,1000,604.5,262.8,77.85,53.78,44.91,29.01,0.032628,-0.137656,0.024984266,0.024201561,-0.47900639
case_1009,20.06,19120000,0.3873,6.417,177,70.21,626.9,1000,604.5,262.8,77.85,53.78,44.91,29.01,0.01323,0.234959,0.024987777,0.024183615,-0.479085628
case_1010,29.1,33520000,0.4041,-3.216,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.00784965,-0.0800515,0.248319397,0.266392359,2.246366892
case_1012,23.53,14830000,0.3004,5.87,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0127075,0.155505,0.248319399,0.2663927,2.246366131
case_1013,12.36,10690000,0.4663,13.12,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0402583,0.261812,0.244811718,0.262451328,2.229824748
case_1014,39.6,8295000,0.2071,-4.742,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0108965,-0.114842,0.245346376,0.265623421,2.231920501
case_1015,4.268,30020000,0.2515,3.921,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.00861473,0.10687,0.244962983,0.271981535,2.229895756
case_1016,1.857,467000,0.07785,8.112,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0318874,0.199575,0.244553496,0.263718741,2.227892373
case_1017,32.49,3533000,0.1603,15.73,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0570782,0.311406,0.24483533,0.26291279,2.229475052
case_1018,25.96,3830000,0.09601,-8.885,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.0269933,-0.212625,0.244833023,0.260953933,2.229467935
case_1019,11.57,66660000,0.4411,19.89,149.7,153.9,463.6,1000,608.6,184.6,65.64,48.48,41.29,24.8,0.098683,0.337639,0.244668621,0.263311295,2.228588145
case_1020,12.45,11610000,0.4233,19.99,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.118768,0.320869,0.093190664,0.092383931,1.325424107
case_1021,2.713,40390000,0.4959,-6.083,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.00975401,-0.17682,0.092922947,0.096439495,1.322709773
case_1023,36.61,4972000,0.1164,10.86,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.031954,0.275435,0.093203352,0.092516839,1.325155459
case_1024,35.89,6491000,0.1819,-2.715,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.0107536,-0.0680445,0.093345896,0.093231533,1.326522064
case_1025,31.57,1795000,0.06959,-7.896,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.0303596,-0.199109,0.093272692,0.091861442,1.325724334
case_1026,5.823,3441000,0.1959,4.061,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.0122974,0.110849,0.09320173,0.092510917,1.325154351
case_1028,20.58,31880000,0.2852,15.86,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.0681328,0.308316,0.093224554,0.092382579,1.32554154
case_1029,8.343,43390000,0.2532,12.06,132.5,164.4,406.3,1000,582.3,240.8,80.3,42.38,47.66,34.88,0.0364482,0.299727,0.093224554,0.092382579,1.32554154
case_1030,23.83,7908000,0.2028,3.765,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.00982164,0.0941976,0.043927918,0.041474751,0.752247089
case_1032,38.74,13380000,0.4895,13.19,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.0416404,0.268144,0.044003411,0.042063937,0.753517664
case_1033,15.45,499500,0.1345,16.7,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.0719122,0.318209,0.043988605,0.042316545,0.753200616
case_1034,9.201,41270000,0.3317,-2.314,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.00534257,-0.0531631,0.044003411,0.042063937,0.753517664
case_1035,19.38,10920000,0.3767,10.22,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.022699,0.24332,0.043999985,0.042878869,0.75338089
case_1036,33.77,18540000,0.2915,-9.762,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.0208195,-0.224424,0.044004455,0.042652536,0.753443728
case_1037,4.341,46320000,0.4266,19.4,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.100471,0.29532,0.044006454,0.042428237,0.753536433
case_1039,26.56,2444000,0.1817,6.835,116.6,134.8,395.1,1000,837,259,84.25,58.18,47.81,36.56,0.0172867,0.16158,0.044006454,0.042428237,0.753536433
case_1040,18.59,18600000,0.3027,5.778,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.0072465,0.0841278,0.071326187,0.07310958,1.116084818
case_1042,13.8,2051000,0.09836,17.4,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.0457575,0.224381,0.071597693,0.069627856,1.118997823
case_1043,4.262,24160000,0.1566,-7.523,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.011911,-0.103808,0.071628841,0.069933194,1.119294198
case_1044,32.05,22160000,0.2638,16.48,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.0379413,0.190983,0.07159831,0.070963709,1.11900136
case_1045,23.55,16520000,0.2112,2.925,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.00590251,0.0428887,0.07155851,0.070076304,1.118645426
case_1046,8.995,63090000,0.4283,-4.294,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.00442745,-0.0615961,0.07159831,0.070963709,1.11900136
case_1047,28.63,15690000,0.4581,13.32,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.0254814,0.168181,0.071579855,0.069945878,1.118971449
case_1048,27.42,17870000,0.333,10.2,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.0146847,0.150699,0.071579855,0.069945878,1.118971449
case_1049,0.7145,22570000,0.3776,-3.607,140.3,65.58,247.5,1000,559.2,272.4,74.92,40.19,56.65,27.05,0.00453044,-0.0503184,0.01888462,0.018341951,-0.3782399
case_1050,21.26,13320000,0.4952,-2.269,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.00786941,-0.0661979,0.171136438,0.175458438,1.821630437
case_1051,32.48,9206000,0.1245,19.07,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.107592,0.442767,0.171235401,0.176844395,1.822179878
case_1052,19.94,4562000,0.09423,5.824,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.0231086,0.167407,0.17093782,0.179335884,1.820676056
case_1053,2.879,9434000,0.3694,13.68,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.0482731,0.351239,0.170764447,0.173808618,1.819449202
case_1054,7.746,35050000,0.3135,-6.871,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.014151,-0.198454,0.170940221,0.178608837,1.820239461
case_1057,14.27,2230000,0.1667,-8.92,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.0269014,-0.243718,0.170776145,0.17565608,1.819353056
case_1058,24.53,18520000,0.2546,4.765,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.0110567,0.141157,0.170776145,0.17565608,1.819353056
case_1059,37.38,24280000,0.355,16.85,158,176.7,343.3,1000,618,265.1,78.58,59.08,56.95,34.33,0.0919654,0.355688,0.170785632,0.175375304,1.81971697
case_1060,18.98,10260000,0.2674,-2.388,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.00702219,-0.0477057,0.06426882,0.065267882,-1.063605553
case_1061,21.98,3604000,0.1793,10.55,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0256739,0.210973,0.064465259,0.063779155,-1.066085582
case_1062,26.14,18650000,0.39,17.1,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0684504,0.257162,0.064524382,0.063194904,-1.06659756
case_1063,33.76,10960000,0.4329,1.507,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.00524532,0.0385956,0.036013378,0.034745317,0.612561771
case_1064,3.799,24920000,0.2116,16.72,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0634007,0.268842,0.064536917,0.062798688,-1.06670573
case_1065,15.41,14650000,0.1119,13.16,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0406612,0.26921,0.064502192,0.062593696,-1.066376594
case_1068,10.08,61680000,0.4626,-9.723,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0220866,-0.170474,0.064516937,0.062496875,-1.066629819
case_1069,38.84,1794000,0.3569,5.45,186,84.12,385.1,1000,717.5,190.4,69.03,52.29,56,37.04,0.0115556,0.122618,0.035986551,0.034767957,0.612270319
case_1070,14.65,13140000,0.317,3.553,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.00845121,0.124158,0.059812127,0.058512202,-0.998069139
case_1071,37.97,196600,0.2642,5.369,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.0226449,0.138656,0.059812127,0.058512202,-0.998069139
case_1072,9.82,63950000,0.487,19.54,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.123302,0.37997,0.059824174,0.058151973,-0.998189886
case_1074,18.51,4802000,0.0946,-6.74,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.0253074,-0.196254,0.059829647,0.057858583,-0.99837233
case_1075,27.09,10570000,0.1507,12.19,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.0414651,0.341092,0.059797647,0.057565201,-0.997983622
case_1077,23.95,6689000,0.3854,1.048,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.00781708,0.0413668,0.059785399,0.057984324,-0.997764666
case_1079,33.77,18060000,0.4491,-9.14,139.6,162.2,612.7,1000,759.7,217.2,70.39,43.62,57.3,34.81,0.023303,-0.255927,0.059807219,0.057894798,-0.998121214
case_1080,35.66,2547000,0.1231,12.59,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0501955,0.345895,0.024148754,0.02372927,-0.52932729
case_1081,15.33,5358000,0.4215,-9.572,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0246176,-0.28094,0.100338263,0.101104528,0.744593179
case_1082,27.91,10600000,0.2614,-0.5822,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0102473,-0.00929793,0.024127739,0.023398292,-0.528874151
case_1083,3.406,29090000,0.3096,8.478,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0201592,0.270883,0.174297345,0.110367122,1.862589925
case_1084,17.17,38860000,0.3958,16.66,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0916936,0.34286,0.174419024,0.178868994,1.863699052
case_1086,39.46,6503000,0.1934,2.515,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0120402,0.087997,0.024153749,0.023355486,-0.529765572
case_1087,4.52,4308000,0.1692,6.286,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.0206556,0.200948,0.174323661,0.108151657,1.862991304
case_1088,21.89,42150000,0.4845,-4.749,164.9,158.7,618.9,1000,809.1,190.2,63.62,58.94,43.82,34.82,0.00839391,-0.157313,0.174574983,0.125576218,1.864560384
case_1091,37.14,10380000,0.2058,-2.886,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.0105927,-0.079332,0.067590298,0.066084501,1.060794238
case_1092,31.14,6868000,0.2682,19.88,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.121112,0.404635,0.067176759,0.064981944,1.056390898
case_1093,24.68,19840000,0.4774,0.7574,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.00499164,0.0336365,0.067590298,0.066084501,1.060794238
case_1094,34.76,26940000,0.4309,15.75,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.0767537,0.315356,0.067142392,0.066615336,1.055893966
case_1095,6.635,4066000,0.3398,5.784,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.0155711,0.176958,0.067180654,0.064991172,1.056249679
case_1096,11.12,13300000,0.4083,-5.809,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.011499,-0.169883,0.06712187,0.065139087,1.055656096
case_1097,3.991,52940000,0.3037,4.368,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.00960479,0.143553,0.067122035,0.064649539,1.055728786
case_1099,13.79,7639000,0.08753,9.817,170.6,143.7,579.3,1000,826,186.1,80.86,59.87,53.33,38.62,0.0393653,0.283476,0.067130964,0.065017474,1.055899105
case_1100,13.22,21780000,0.3906,9.419,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0262751,0.306731,0.10936267,0.111387417,1.413244675
case_1101,7.094,4025000,0.4793,-9.539,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0266691,-0.279683,0.109419752,0.108202636,1.413632476
case_1103,30.31,12420000,0.1915,-1.625,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0104578,-0.0465346,0.109291705,0.108235085,1.413020068
case_1104,24.46,7909000,0.3026,16.17,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0950871,0.350184,0.109368991,0.1076654,1.413251973
case_1107,11.06,32830000,0.2382,-5.232,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0123381,-0.17397,0.109368991,0.1076654,1.413251973
case_1108,0.2498,3978000,0.09294,7.762,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0322181,0.263368,0.10928262,0.10850661,1.412610973
case_1109,34.28,5890000,0.1245,13.14,162.9,168.2,660.9,1000,693.9,199.1,78.12,47.5,49.7,29.04,0.0517339,0.390244,0.109289499,0.108292775,1.41289305
case_1110,30.1,9223000,0.1376,-0.7728,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.00785865,-0.00749251,0.221690358,0.248627778,2.115191919
case_1111,38.41,3916000,0.3204,13.86,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0229485,0.150156,0.224471512,0.238833123,2.128764066
case_1112,34.68,20430000,0.306,14.37,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0233184,0.159216,0.224658016,0.246319373,2.12983667
case_1113,11.3,1066000,0.3957,-1.511,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.00590783,-0.0155541,0.224471512,0.238833123,2.128764066
case_1114,1.226,42940000,0.1964,-9.48,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0122075,-0.106007,0.224137747,0.238283182,2.127103843
case_1115,15.24,29200000,0.4616,3.883,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0038093,0.0466105,0.224630241,0.237963384,2.129342033
case_1116,17.52,10330000,0.2469,6.043,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.00871388,0.0683982,0.224301067,0.237412442,2.127124759
case_1117,24.11,2570000,0.0569,-4.727,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0177301,-0.0526396,0.224397351,0.238909454,2.127563282
case_1118,21.36,13580000,0.1741,9.398,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0144389,0.106561,0.224206255,0.243776253,2.126637618
case_1119,6.428,46360000,0.4425,18.98,134.4,59.68,205,1000,651.8,230.5,78.36,44.68,45.4,30.4,0.0524051,0.158898,0.223996726,0.239292088,2.125986118
case_1120,38.91,6060000,0.1838,0.1445,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.00768176,0.00555273,0.119553511,0.126857404,1.521756293
case_1121,16.55,2137000,0.4343,15.71,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.0414617,0.188311,0.120784361,0.120943503,1.524944779
case_1122,31.2,6050000,0.2521,-4.02,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.00783434,-0.0598886,0.120869793,0.125181285,1.526038344
case_1123,20.13,3346000,0.2125,5.303,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.0100228,0.0858014,0.120685967,0.1218329,1.524248543
case_1125,6.493,20840000,0.1151,18.09,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.04991,0.244267,0.120685391,0.121898664,1.524285937
case_1126,27.63,18780000,0.2853,-2.425,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.00486685,-0.0360034,0.120681299,0.121587833,1.524655724
case_1127,2.973,50660000,0.3975,10.89,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.0179483,0.176187,0.120718849,0.121681883,1.524728927
case_1128,32.58,3704000,0.05511,3.692,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.0197513,0.0614778,0.120685391,0.121898664,1.524285937
case_1129,12.84,18410000,0.3536,13.57,112.5,72.67,372.4,1000,626.1,216.9,60.6,56.64,42.82,39.09,0.0292117,0.188771,0.120718849,0.121681883,1.524728927
case_1131,10.26,35310000,0.3492,4.367,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0104688,0.178528,0.026854772,0.026029294,-0.557299962
case_1132,4.486,22690000,0.2531,7.776,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0210731,0.295082,0.026855262,0.025819776,-0.557356785
case_1133,24.67,2041000,0.05393,-9.558,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0574074,-0.319949,0.026904564,0.025957539,-0.558396401
case_1134,33.03,24770000,0.385,19.99,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.129348,0.486826,0.026884045,0.025968945,-0.557930987
case_1135,18.71,25090000,0.2211,-3.006,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0110214,-0.100972,0.026854778,0.026029291,-0.557300028
case_1136,31.98,1038000,0.137,14.64,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.076375,0.437455,0.026900419,0.025948432,-0.558283818
case_1137,1.266,17180000,0.2905,13.68,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0708463,0.389721,0.026884045,0.025968945,-0.557930987
case_1138,36.58,20460000,0.4309,-5.063,196.6,102.8,654.7,1000,843.2,255.3,65.69,53.69,45.11,39.34,0.0105059,-0.189724,0.026884045,0.025968945,-0.557930987
case_1142,26.65,3113000,0.08445,3.578,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.0116438,0.0454206,0.139897319,0.149187618,1.637435008
case_1143,5.379,14190000,0.1128,17.16,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.0375198,0.190677,0.141484672,0.147358904,1.64191323
case_1144,28.92,20130000,0.2296,1.265,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.0044908,0.017245,0.141507491,0.142768027,1.641916425
case_1145,0.3645,34360000,0.1733,10.54,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.0147113,0.129674,0.141341763,0.147535477,1.64055952
case_1146,17.75,14610000,0.4682,-3.517,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.00499765,-0.0434294,0.14150619,0.144553251,1.641782214
case_1147,11.84,29920000,0.331,11.07,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.013938,0.140988,0.141507437,0.142768172,1.64191749
case_1148,34.82,1114000,0.3678,-5.882,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.00818059,-0.0699509,0.141506207,0.144553646,1.641783289
case_1149,15.68,10550000,0.437,14.73,108.5,51.19,276.3,1000,586.6,243.1,82.45,41.46,56.08,36.85,0.0273657,0.15755,0.141235642,0.143277334,1.640169935
case_1150,7.776,12990000,0.485,-6.573,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0125525,-0.197024,0.087879738,0.086507705,1.205142151
case_1151,21.91,8574000,0.1001,-9.088,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0301834,-0.247747,0.088000609,0.086291005,1.206213454
case_1152,30.29,12290000,0.3945,5.838,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0122171,0.175226,0.088000609,0.086291005,1.206213454
case_1153,24.44,4241000,0.07127,14.43,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0645462,0.372926,0.08799865,0.086370429,1.20592013
case_1154,18.38,9298000,0.1635,17.07,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0774903,0.400035,0.087909732,0.086566838,1.205155529
case_1155,36.45,20870000,0.3392,9.771,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0244427,0.275466,0.087909732,0.086566838,1.205155529
case_1156,13.16,9303000,0.2761,0.5758,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.00702662,0.0204367,0.087879621,0.088161227,1.205083658
case_1157,0.3365,44770000,0.2633,-3.512,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.00811539,-0.0990596,0.08801488,0.087095081,1.206254844
case_1158,32.1,37250000,0.4385,2.251,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.00522739,0.0738537,0.08801488,0.087095081,1.206254844
case_1159,9.294,1279000,0.1854,11.19,146.7,178.2,387.7,1000,677.9,242,77.02,55.54,53.44,35.67,0.0356459,0.290358,0.08792377,0.086425203,1.205465256
case_1160,23.72,6220000,0.09437,4.673,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0171466,0.0984586,0.078400322,0.080939586,1.18047402
case_1161,7.414,6399000,0.2601,5.679,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0111417,0.119881,0.078614376,0.079124891,1.182910117
case_1162,15.69,35370000,0.3237,14.77,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0522658,0.233536,0.078729657,0.077453957,1.18375263
case_1163,37.91,4618000,0.1749,0.9551,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.00858183,0.0217003,0.078605094,0.073629066,1.182695717
case_1164,31.89,25210000,0.4103,13.18,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.04234,0.20578,0.078694835,0.078625353,1.183435586
case_1165,8.968,57930000,0.3951,-3.452,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.00536385,-0.0715862,0.079274418,0.078733442,1.189218299
case_1166,3.233,101900000,0.4941,-6.088,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.00863746,-0.131862,0.078614138,0.07912617,1.182906584
case_1167,16.98,511500,0.2274,17.39,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0757169,0.276462,0.078649126,0.07761909,1.183047623
case_1168,35.54,1968000,0.09918,-9.37,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0278586,-0.185883,0.078729657,0.077453957,1.18375263
case_1169,26.15,12690000,0.2834,10.75,160.5,128.4,254.3,1000,647.1,254.8,75.1,58.42,48.78,32.08,0.0228787,0.220463,0.078669423,0.077485137,1.183377002
case_1173,22.78,16790000,0.4517,8.878,116.3,90.56,437.3,1000,635.8,226.6,88.35,43.48,56.43,24.18,0.0155878,0.191942,0.014001492,0.01396396,0.114117644
case_1174,39.48,11670000,0.2961,-3.409,116.3,90.56,437.3,1000,635.8,226.6,88.35,43.48,56.43,24.18,0.00781533,-0.066297,0.014003352,0.013962797,0.114424514
case_1175,34.98,15160000,0.2406,7.864,116.3,90.56,437.3,1000,635.8,226.6,88.35,43.48,56.43,24.18,0.0145759,0.163855,0.014005214,0.013960706,0.114580697
case_1176,12.65,51590000,0.3341,13.59,116.3,90.56,437.3,1000,635.8,226.6,88.35,43.48,56.43,24.18,0.0360144,0.204241,0.014005216,0.013961378,0.114578345
case_1177,17.87,33210000,0.4057,15.3,116.3,90.56,437.3,1000,635.8,226.6,88.35,43.48,56.43,24.18,0.0414774,0.237566,0.014005216,0.013961378,0.114578345
